0.188287;0.78128;0.289626;-0.519872;605.867065;-86.961884;436.698578
0.188969;0.779961;0.289038;-0.521928;605.941589;-87.1436;436.405823
0.202208;0.755694;0.276342;-0.558277;606.007385;-87.307411;436.140686
0.182876;0.790043;0.294695;-0.505513;606.062866;-87.489937;435.8797
0.188388;0.780831;0.289818;-0.520403;606.131531;-87.628021;435.613007
0.18279;0.790153;0.294976;-0.505207;606.186707;-87.785255;435.375549
0.185973;0.784729;0.292189;-0.514042;606.237122;-87.94371;435.126312
0.191747;0.774728;0.286914;-0.529822;606.2948;-88.091385;434.878357
0.187107;0.782963;0.291321;-0.51681;606.359009;-88.235275;434.61261
0.176491;0.800246;0.300729;-0.487872;606.371094;-88.402702;434.409149
0.184544;0.787024;0.293639;-0.510208;606.395874;-88.559227;434.205048
0.189548;0.77855;0.289072;-0.523802;606.410339;-88.704506;434.014313
0.184501;0.787278;0.293732;-0.509779;606.438843;-88.858223;433.795929
0.191276;0.77604;0.287555;-0.527719;606.483765;-88.984489;433.515564
0.200841;0.758749;0.278352;-0.553609;606.472168;-89.099838;433.351837
0.20592;0.748788;0.273163;-0.56771;606.460266;-89.228668;433.181427
0.174562;0.803114;0.302222;-0.482906;606.343567;-89.394508;433.165222
0.176747;0.799805;0.300341;-0.488742;606.337097;-89.510857;433.006927
0.186055;0.784324;0.292036;-0.514718;606.298767;-89.641129;432.92395
0.180845;0.793029;0.296712;-0.500361;606.279541;-89.761749;432.799347
0.182427;0.790275;0.295268;-0.504977;606.255859;-89.898865;432.703003
0.185851;0.784501;0.292159;-0.514452;606.217712;-90.027252;432.632111
0.180028;0.793828;0.297285;-0.499047;606.144226;-90.181786;432.599701
0.17765;0.797461;0.299341;-0.49284;606.092957;-90.313751;432.544708
0.185303;0.784783;0.292494;-0.514029;606.023315;-90.440071;432.495453
0.184398;0.786263;0.293301;-0.511627;605.968933;-90.558784;432.386414
0.205609;0.747678;0.272728;-0.569493;605.91333;-90.652443;432.218872
0.181024;0.791329;0.296029;-0.503383;605.715942;-90.793266;432.22522
0.193215;0.770254;0.284631;-0.536993;605.57489;-90.895752;432.080597
0.202368;0.752672;0.275341;-0.562779;605.365295;-91.014145;431.951538
0.178271;0.79478;0.297794;-0.497858;604.977783;-91.155899;431.93689
0.18885;0.776778;0.287914;-0.527312;604.63208;-91.258209;431.80658
0.174564;0.79973;0.300435;-0.489589;604.109924;-91.384926;431.82373
0.181344;0.788404;0.294041;-0.508993;603.541565;-91.475548;431.739471
0.197346;0.760042;0.278557;-0.552988;602.932251;-91.539993;431.626312
0.188212;0.775983;0.287002;-0.529204;602.136414;-91.632164;431.634888
0.199449;0.754744;0.2755;-0.560965;601.264648;-91.713623;431.557343
0.196216;0.760602;0.27839;-0.552706;600.258545;-91.776268;431.479462
0.201174;0.750839;0.272981;-0.56679;599.122498;-91.836571;431.397766
0.185449;0.778789;0.287885;-0.525565;597.805969;-91.935234;431.341187
0.20489;0.741986;0.268021;-0.579346;596.454895;-92.015045;431.123108
0.179112;0.787914;0.292764;-0.511273;594.845764;-92.184639;431.062073
0.172393;0.798302;0.298359;-0.493939;593.183838;-92.363251;430.850983
0.189505;0.768474;0.281968;-0.542245;591.419495;-92.594322;430.631012
0.191634;0.764484;0.279692;-0.548281;589.601807;-92.846947;430.265442
0.198729;0.750293;0.272027;-0.56883;587.587036;-93.199707;429.924957
0.187628;0.770267;0.282866;-0.539881;585.441589;-93.610001;429.578461
0.17669;0.788573;0.293152;-0.510876;583.224976;-94.046333;429.141663
0.200357;0.745207;0.269619;-0.576046;580.873962;-94.513252;428.629242
0.191957;0.760549;0.278161;-0.554386;578.398987;-95.017807;428.045593
0.192057;0.760492;0.27825;-0.554385;575.833557;-95.490959;427.374908
0.183186;0.776026;0.287048;-0.530877;573.142212;-96.033012;426.684692
0.225347;0.689018;0.240945;-0.645305;570.4104;-96.555237;425.850555
0.204152;0.736215;0.265821;-0.587919;567.459778;-97.161728;425.186493
0.174983;0.789545;0.295189;-0.508785;564.374756;-97.822525;424.556396
0.212766;0.717158;0.256216;-0.612183;561.308655;-98.457993;423.693329
0.187623;0.76726;0.283353;-0.543894;558.083984;-99.166588;422.971741
0.227508;0.681423;0.238212;-0.653573;554.778748;-99.850014;422.154114
0.18448;0.77228;0.286677;-0.536066;551.360901;-100.557281;421.33905
0.201822;0.73874;0.268832;-0.584176;547.899048;-101.251305;420.497894
0.224145;0.68846;0.242682;-0.645667;544.388;-101.973129;419.522919
0.210625;0.719601;0.259194;-0.608794;540.707764;-102.732178;418.642029
0.211058;0.718302;0.258795;-0.610345;536.949829;-103.532646;417.68869
0.21623;0.706253;0.252784;-0.624941;533.114136;-104.387833;416.666656
0.223225;0.689726;0.24445;-0.643967;529.145691;-105.295975;415.648132
0.243629;0.634979;0.216923;-0.70028;525.057312;-106.280167;414.62738
0.232071;0.66739;0.233761;-0.667899;520.870361;-107.315125;413.467072
0.215281;0.70929;0.255932;-0.620533;516.533081;-108.383492;412.348755
0.220628;0.696998;0.250288;-0.634724;512.132324;-109.470901;411.137909
0.241707;0.642402;0.223286;-0.692127;507.670227;-110.535027;409.831665
0.25059;0.616131;0.211235;-0.716217;503.128693;-111.619751;408.49939
0.275871;0.526096;0.168493;-0.786593;498.542297;-112.721184;407.09906
0.281629;0.500525;0.157624;-0.803315;493.861206;-113.886238;405.770294
0.258537;0.590077;0.202417;-0.73756;489.136078;-115.088318;404.363312
0.289345;0.462667;0.142439;-0.825791;484.347656;-116.356087;402.923248
0.284924;0.483505;0.153757;-0.813265;479.491699;-117.671883;401.471771
0.262737;0.574028;0.198857;-0.749611;474.550171;-119.04557;399.967834
0.252257;0.61016;0.218028;-0.718704;469.546173;-120.419983;398.4216
0.288683;0.460067;0.1468;-0.82671;464.504395;-121.832169;396.74823
0.286884;0.467548;0.151756;-0.822232;459.442993;-123.255791;394.935608
0.283866;0.481145;0.159622;-0.813904;454.302399;-124.695694;393.104858
0.276104;0.516001;0.177758;-0.791146;449.10321;-126.162483;391.213104
0.30007;0.381233;0.115123;-0.866814;443.848358;-127.676994;389.329742
0.289127;0.444931;0.146667;-0.834824;438.524963;-129.198288;387.436218
0.279795;0.489973;0.169804;-0.807965;433.206696;-130.73439;385.445587
0.299962;0.365012;0.11193;-0.87422;427.875427;-132.236038;383.435394
0.314383;0.195866;0.034752;-0.92822;422.507202;-133.729187;381.455902
0.308712;0.260953;0.06643;-0.912243;417.173523;-135.163376;379.384033
0.295641;0.372427;0.120682;-0.871396;411.889465;-136.558411;377.230957
0.293802;0.378752;0.125644;-0.868585;406.643768;-137.901016;375.010498
0.309229;0.188402;0.037592;-0.93138;401.401672;-139.252487;372.777618
0.301849;0.278078;0.08146;-0.908253;396.183167;-140.577576;370.496277
0.299315;0.294632;0.09106;-0.902946;390.981903;-141.895325;368.164398
0.281096;0.432626;0.159418;-0.841668;385.730042;-143.259644;365.92276
0.295234;0.307746;0.100509;-0.898903;380.50946;-144.589447;363.661926
0.296882;0.268879;0.083172;-0.912495;375.246521;-145.91217;361.479767
0.295021;0.274025;0.086978;-0.911212;369.999023;-147.164703;359.338745
0.287771;0.337526;0.119202;-0.888288;364.769318;-148.351074;357.231293
0.295344;0.216134;0.061315;-0.9286;359.588715;-149.405441;355.162628
0.283358;0.347647;0.126855;-0.884736;354.438538;-150.383179;353.094727
0.289715;0.251183;0.080421;-0.920057;349.401855;-151.226456;350.903992
0.280257;0.346157;0.128535;-0.886065;344.440308;-151.936661;348.673981
0.29039;0.159202;0.036682;-0.942859;339.544281;-152.560623;346.361969
0.282655;0.280541;0.097243;-0.912111;334.632141;-153.105682;344.066956
0.287773;0.098351;0.006965;-0.95261;329.73584;-153.567825;341.72644
0.280967;0.260062;0.087398;-0.919667;324.804321;-153.928696;339.401245
0.280077;0.246306;0.080248;-0.924365;319.836945;-154.217346;337.158203
0.280051;0.215742;0.064405;-0.933209;314.870148;-154.369232;334.839661
0.281368;0.122775;0.016838;-0.951565;309.882446;-154.399231;332.620148
0.278939;0.166845;0.038105;-0.944936;304.909271;-154.288437;330.458313
0.269316;0.308082;0.109476;-0.905853;299.947845;-154.041687;328.338959
0.275145;0.196023;0.050786;-0.939836;295.010254;-153.687363;326.238312
0.269822;0.26544;0.08532;-0.92166;290.101532;-153.240524;324.184082
0.275017;0.111658;0.00485;-0.954921;285.239319;-152.699936;322.069977
0.273834;0.123111;0.009019;-0.953823;280.383545;-152.03598;319.931122
0.268881;0.224578;0.05961;-0.934727;275.485016;-151.283386;317.909088
0.272605;0.0992;-0.006991;-0.956973;270.621307;-150.435089;315.633545
0.271687;0.112791;-0.002143;-0.955751;265.680054;-149.516342;313.413849
0.269367;0.167552;0.023948;-0.948048;260.734222;-148.490067;311.113342
0.261882;0.278247;0.07974;-0.920672;255.749023;-147.412918;308.667419
0.27153;0.060183;-0.035727;-0.959882;250.748718;-146.303268;306.165466
0.271528;0.057997;-0.039016;-0.959889;245.668777;-145.174591;303.787628
0.264146;0.23253;0.049219;-0.934738;240.547668;-144.087906;301.298615
0.268346;0.157401;0.007913;-0.950343;235.380524;-143.0327;298.841339
0.268126;0.156925;0.005775;-0.9505;230.178558;-142.050964;296.406494
0.270897;0.080223;-0.035515;-0.958602;225.013824;-141.100525;293.9086
0.265868;0.188261;0.018861;-0.94526;219.871902;-140.203659;291.450745
0.269289;0.118535;-0.018652;-0.955555;214.79129;-139.311249;288.985809
0.271497;0.011913;-0.074195;-0.959501;209.774048;-138.437241;286.486298
0.268123;0.135473;-0.011722;-0.95374;204.823273;-137.561417;283.985992
0.270579;0.068511;-0.046803;-0.959116;199.939682;-136.66951;281.394104
0.270996;0.042125;-0.060671;-0.959743;195.119995;-135.789139;278.788666
0.270372;0.066454;-0.048511;-0.959234;190.358063;-134.894287;276.128845
0.270155;0.066747;-0.048495;-0.959275;185.662354;-134.004532;273.400696
0.269266;0.090823;-0.036153;-0.958092;181.058243;-133.102036;270.6698
0.2699;0.072412;-0.045522;-0.959082;176.548355;-132.194809;267.805817
0.270784;0.025923;-0.069056;-0.95981;172.142929;-131.284927;264.905701
0.271023;0.014377;-0.074662;-0.959565;167.835022;-130.383774;261.963135
0.270849;0.042002;-0.060397;-0.959807;163.632431;-129.484222;258.959778
0.270847;0.058539;-0.05169;-0.959449;159.511307;-128.574631;255.891327
0.269851;0.103293;-0.028459;-0.956923;155.481522;-127.643448;252.774384
0.271943;-0.017839;-0.089768;-0.957951;151.549637;-126.671303;249.528122
0.27124;0.080537;-0.039623;-0.958318;147.69017;-125.640961;246.341782
0.270755;0.107797;-0.025386;-0.956257;143.893951;-124.5522;243.101593
0.272983;0.029983;-0.064763;-0.959368;140.154419;-123.40374;239.8992
0.272978;0.059735;-0.049423;-0.958891;136.465851;-122.180237;236.75621
0.27338;0.063758;-0.047166;-0.958631;132.819809;-120.895119;233.629227
0.274249;0.013903;-0.072242;-0.958841;129.201538;-119.607788;230.49028
0.274664;0.024409;-0.066884;-0.958901;125.618454;-118.241859;227.500244
0.275236;0.024466;-0.066894;-0.958734;122.062584;-116.809395;224.585007
0.275876;0.008783;-0.074962;-0.958225;118.529037;-115.305733;221.670471
0.27618;0.048029;-0.055769;-0.958284;115.015457;-113.732681;218.662903
0.276801;0.05624;-0.052363;-0.95785;111.479485;-112.079453;215.67186
0.278059;0.025565;-0.068704;-0.957763;107.902695;-110.313461;212.676758
0.279032;-0.023443;-0.094193;-0.955364;104.258499;-108.512321;209.709366
0.279953;-0.034792;-0.101086;-0.954043;100.603508;-106.619965;206.626572
0.280915;0.002503;-0.084346;-0.956016;96.874954;-104.667824;203.733444
0.279147;0.109814;-0.03281;-0.953384;93.099586;-102.660133;200.847275
0.282055;0.043807;-0.067648;-0.956007;89.26049;-100.629845;197.990021
0.283439;-0.01888;-0.100324;-0.953541;85.355019;-98.59613;195.267914
0.283419;-0.089775;-0.136531;-0.944973;81.368973;-96.574089;192.576462
0.284053;0.016655;-0.08726;-0.954684;77.290672;-94.580322;190.082672
0.284807;-0.017741;-0.106234;-0.952515;73.127144;-92.632111;187.634689
0.284623;0.009579;-0.095192;-0.953854;68.86248;-90.739304;185.218826
0.284437;0.020841;-0.09193;-0.954049;64.508942;-88.883987;183.004501
0.283816;0.042256;-0.083571;-0.954295;60.093761;-87.052208;180.75531
0.277645;0.151247;-0.031355;-0.948185;55.605751;-85.257965;178.620651
0.283767;0.038825;-0.089218;-0.953944;51.071419;-83.498306;176.579819
